translation_key,korean,dialogue_line_lengths
6053655b6866c39cb799e521ec67ad2a5a8ad0060ca874638da60dc4a359a27f,EXAM 탑재 실험 1,
0b2ccc8be9dad9e22daba9e0bd5e2d7a8c4611668fe7396ac526e9014ee8ac61,EXAM 탑재 실험 2,
b5cf89d768b1b82f8ae52e428e1d81eaf339596bc9c64b06a2c6a0af62a674b2,님버스 전용기 개발,
b62c7f3f9fbaf6499a6196452f0a18685fd10481d0d5e7d4427d3f279aa7ee12,EXAM 탑재 실험3,
f7ad4612c3aa127d4c58ca72eb81e8b12a18959a39b16b73c35bd3088bf92929,건담 개발 계획 1-1,
5e226c1fea09c7bfe5c86fc142db2c47807c2725a101189b120ba0bd75c348d2,건담 개발 계획 1-2,
25d2576d9f4f8783c1949401d1ba9306b1db6d7659ac36bb1e23130f69dfecdd,건담 개발 계획 2,
d94769ef48b2fa193ca23ac834edd1cd1a98cfed6661cdffb07912eeb71f0900,건담 개발 계획3-2,
9d93045fd36a8d813d27d47d3a17e24d27ee0a3a4bf52915a611004656a31737,건담 개발 계획3-1,
57b143a3cf2ea32bfe7f2d0258c29e52f234bdf8031eab063dbb0ec151e7f4ee,건담 개발 계획4,
01ab2f190079248121c85e2b7b1149bbfb0f1558a8fe10e4ef753e7e134d0548,건담 개발 계획 5,
6efed0c9b68fc91513781cab8583507c1c4f1c20312224266766cd79ec3387c4,가베라 테트라 개량,
90702f8ed726e5859a9837487bd194e29c9b91caa71576cc1f161d215edd22be,신형 건담 개발,
81e2be700969ae61709618b3fa43e92214399eee4bb66fd7b3e2890bddf6a620,신형 건담 개발,
f4a7cbb472c9babd9f7c9a3a5bfab603d0d775c55812591182700eacfe37e69d,신형 건담 개발,
fd9ccc0575fc72753e9546e000ff699a329f64c6a4d29f66a81e63e7ef84cfae,에우고 사양기 개발,
6fbaeea866d83697cc706e437e6228b6bbae66261f11cd780e91dfc6deb80604,에우고 사양기 개발,
2f087af0c0d81852cf750e13e5b3f533472a0cce3e3af94373519339856c6e56,에우고 사양기 개발,
e8b0cc5f2fddabce026be2c78aa2935318504a561b01f7dbce941fb1ba981541,감마 건담 개발,
82382714a2dd1e4e3f597062b6881f4a9b2b563311bca4f4d5f71ba15181408c,감마 건담 개발,
5e04c24624400c3e151e474f713049580ea4e475df14fe5a2dc324e4c91fae96,Z 계획 2,
8640496214dfdd4c74d24f70b8e3c58d4aa8725cdc4cda681f16bca74f5d7d8d,Z 계획4,
bb744942ea7d0405ab5ea6beeab2ebd845e3562db66693b440919846c7ff6591,Z 계획3,
2c80eb3372ec5d0873460ca416aab792c6c622651deec17b68875fcf3651093d,NT용 거대 MS 개발,
ad8ccdb1ffb42eb0751047a8d251b43613be02cc5e9c17c5578da2344296c948,NT용 거대 MS 개발,
7b9a3fc9a49b7c3c89c6f9cd609c5f12f364382c0bf49465facfed61aea4098f,포격용 가변 MS 개발,
6c58271b079afaf33fa5065da2ccdfcf37622b5e2b0fe43c91a7991b19e254d2,공전용 가변 MS 개발,
29d542e3fb3c3d91db109b2e3b330d256f8eb25eda566ce6d78f92f2c51ff9a7,고기동 가변 MS 개발,
d11a5946ef8e14e602597bc213337033dc61d1e043fc4e7191ce11298723cefd,고기동 가변 MS 개발,
6cf77bf0c5cb163cafd466e4826b160e3aa4b838117fe87b5101aaec748352a2,NT용 가변 MS 개발,
0c3cf7275f8dc6fcc424ef488610ca7edf3a7d1051fb662ed214bcccfcdf115a,NT용 가변 MS 개발,
c095dbc822a6efb22cfb71cb95eb9d54f74ca8b72688d75731a9d5cfd3ec91ad,가변 MS 개발,
597fd2253227a4fc6df431e6b11a2f03259847e21e682373f319267716730181,가변 MS 개발,
bcc8ec2f66e04c9e88bc4801402be7904303ed0ca8b0ba1c04e5950b9e21f30b,신형 가변 MS 개발,
459b5559e83b107491fb1cc1f690be6db687bdc45fb4d5acec2e128e042748bd,신형 가변 MS 개발,
e2bdeeb3507b2415eaefc4ef7ef424cd053430786edcd33c7677105dd2e695b6,대형 가변 MS 개발,
781dd9e1c6330ecbb83e6ab1f90fbfff556e378b252981cff61adb705b9ec1b0,대형 가변 MS 개발,
a9e4b0b1c09e451a880401e57cd924689229e68c62d2850f874bd10c570688dc,NT용 중 MS 개발,
ea9e306e8d9fba5ec9d5c923f4a935dfbb977e2af9814b4c17658cc7ec56d8f0,모빌슈트 개발,
e0022e945bdce4331403015ba9c523bd5aa971ba6f1758f9376f6321965aa82d,모빌슈트 개발,
18830f40c9bfb0edca163869c653d1c8e36d1e7e3171f40a4cd74e03f02c276a,모빌슈트 개발,
97145ca012fe29b3971377269da99545ee182a2794be047c1e35f3a36717ab71,모빌슈트 개발,
fa532022b7410351772d56903312d5d9f27121c5ae26a37223362191f0a77b8e,자쿠Ⅱ 개발,
80c4894ff8eae972918331d70ec43e40b43dda700eba536db9ba92316e0f9a9d,자쿠Ⅱ 개발,
b519b066001dca27fecdc6f8b3462aee49a8e414b992c7f206dd11ef73c2a04c,자쿠 C형: 핵무장 추가,
5181b5e4e88031a03acf945b8926cfc557a3aa867c415ab0ac6cf19ea68780ee,자쿠Ⅱ 개발,
5d813c612cf6d14852b7e95626497d3785a86d3f68261f6e181210a118aa7fd7,자쿠 내핵장비 제거,
417fc1659f37cb54a9957445e548a36bc2c46d27c4ec21fae27dcf3b02e908b5,자쿠Ⅱ 개발,
22e4b7acf8e169334cf156c33073b361b021dd72e996c3882e79c68380ccf0f5,자쿠 F형: 이동포좌 개발,
4da2d5fda8f9ad2577c4d4f16af3d0ba3d3876c69e9a9a56f8e12612e85f5071,자쿠Ⅱ 개발,
91a7bab12b0d9760dda72e3c71aa6f8e626d656c0be447384b204fe43f42d259,자쿠Ⅱ 개발,
53837cdf74291bf3142b7ade063084d946cf1cfeb9df7432af32fa74560489d4,자쿠 육전형 개발,
8c9f5157f52826e891817801470ad403c17f48c33c0fed4b4304a42467407379,자쿠 육전형 개발,
3af8266cfec2a705a7298f7a63ec2cb6c3070d992563db37f963342fab42145e,자쿠J형: 마젤라 탑포 재이용,
0a0e5e69c67de5b3bfdb555ced87e2eff73302a188234eaac29069528830b0b6,지휘관용 자쿠 개발,
d91043911c810bb895289afc34d8f1e03d3a47f99c9d464fcb4e2ed1a00aca33,지휘관용 자쿠 개발,
ce95a5bab87859710e8424d426f4290db86c7c27b0a3ac23823131946210b06f,지휘관용 자쿠 개발,
617f656cfbfac0c881375b769b927bc20a9a09f1a6f0ede4554b71c1db7ca40e,지휘관용 자쿠 개발,
6217e366afd58d79d7f09ccb75f7a3a47c3ee10c1b0bbf08b2a6576807d2b47f,지휘관용 자쿠 개발,
b1d83d7af3ec6abe70ff67493ebdd9f1a77ef5a31bb86a4883aaa7b9cfdb311a,자쿠 개량형 개발,
16236e1794153f65f6a4f21676a2007be4ca073ecab3a53e4552eddf55bcaf7b,통합정비계획 1,
afd38b17e46f574ae8ff8109cae370439e72eab549dda395259cded44c18cd6a,신형 자쿠 개발,
1d0f3e038a6beab70e4b7e9aad19510919571a39ffedccf7bd213807b7845449,신형 자쿠 개발,
a8213d7132ed2acdfe887f52b835dfe6676bea2d41670df194e2f68d2eff292a,신형 자쿠 개발,
b79fabe41473febf3ca7e90ae88d6e994ff4f1492b701b90229f8a8be9cfe206,신형 자쿠 개발,
6d08735291a285c9c9bb59d90014f8badc7c6100f3a9f6cf405813617a7b82c1,하이잭 고성능화,
4af484ca2c2e975635ece007fc2c5fc6cbf380c8b71f618c58f8795e8484d488,하이잭 고성능화,
d712554b306260188b4976c9f1394c0041ba7a8822329c05a2e074533d491bfc,하이잭 개량형 개발,
5d51a7c5028984943892ec1f9edd588d250fcdae16b8568492bd5ac9f87de737,자쿠 사막전형 개발,
6fd4ecbcded45e6a0314f645fd28b56fe942721119c696d87edcb409ac073130,자쿠 포격전형 개발,
093703988fe6b5f912e7dd6a6fc76c6384d088a06b39dacd7e91ba7d921932cd,자쿠 수중형 개발,
7cc3a6acada8e61a6568e7246ecc0b6c1c35e0bb6a87576eca5d4f58a4ef8452,자쿠 강행정찰형 개발,
c988453caab6d2fcf988a817cbabf414a638f869814f02fe67dcc08b84af5dac,재생 이용기 개발,
8a08e693f07ccc949a31bb6d742c61194989588a1a6b45242ffc10e6c9d371d0,자쿠 고기동형 개발,
3e1feca9646fa7c5ab9dc64cae468ba4f951cbb146f21ffb3df62dcb75466dc9,자쿠 고기동형 개발,
93d82a3514108356a084db9c8abd4c9d154e261c37083ffff95fb82f1f2a6e56,자쿠 고기동형 개발,
5db02caddd60447e746df15beafd2011be74cd7f7a9bcca34e7041916db1a3ec,자쿠 고기동형 개량,
f77833dde0dc64c911b40a70d4ce8fbc5d459c74e4db1f72ce5e2eee1d8c32b9,자쿠 고기동형 개량,
93e6217b20c8ad1c5f3b7581f475f753311a7a0c19daa7cd194cb02da61c8103,자쿠 고기동형 개량,
653342f70f3c20e7f34a9b981161509a9e50eff72f786fb192ab54160eb001c5,자쿠 고기동형 고성능화,
14cc6c0de117a304905ee07b2788896f323ffae1b1e4a64aa5d67b41d88dbed0,자쿠 고기동형 고성능화,
26499c73a476bfa0023d51dfd3a5f7f06297b5300da39e128b66f5bc73dc6e46,자쿠 고기동형 고성능화,
9214ca59326243e7fd69edd76641122d79b4f89b2b61c2bafdfdd868fd0550b0,고기동 시험기 개발,
4d72e7ea69b32110ca0c61b7d2b20b3dbb91b5a91da1456b86e1bbfc9dd021e6,사이코뮤 탑재 실험 2,
8aa7cdd0886622de4ba8ec8456fb56199851b7e2be4a3636eb90d4850445a02b,사이코뮤 탑재 실험3,
f4bf356209297506797644fee4e85c69082db059cfaa70d27554842cc465f992,육전용 MS 개발,
7df355e9a2c2d0a3e9cbe11b6b82beeab8306a1573fa7857d0b3ab1a79af8da4,대MS전용 MS 개발,
6b55b4cda8884e59a5616c6217ca7ab1caf2a99aec8e0cf8914ac2bd7cdb4786,대MS전용 MS 개발,
8a85b0708ddf02028c0d645b8a935de6bb3e81abffe4917293c3545607f79ab2,대MS전용 MS 개발,
08c6c58b180691df62aa735bcc3d72770d2c40c89e7bb8f8fe05e4292ceba2b1,구프 개량형 개발,
013253ee79f48385fdd2db692680fca681878e4b6c97b1275f9132a48214e8e8,구프 중장형 개발,
f8fc9d8ff60b64b833e2623eed342375226ad75e0d94a1c54b5164c0668f07c0,구프 비행시험형 개발,
5ddae967c2d3566f4acfe45407d434e2d0d9c3670dfc7a870bf25c07aabb0022,대MS전용 중 MS 개발,
59e4b3d7051885e57b598aba872a91965a8eedee923e26a4789f485828dcbf89,EXAM 탑재 실험,
d27bbbbc2fd7cceb38c0b8bef8fceae17f115cf08a42d3130c074d25eb5b1fc0,중 모빌슈트 개발,
48e5dc0e344d15c9e1ad58d9737ad6a048eb8ed204ec0a5b6849f163563275fe,중 모빌슈트 개발,
3a3a1384655fde9f45ef440f991da752239a9def4b1b228a1a311d7757f69c56,중 모빌슈트 개발,
918986617b20b730d049456727d6c14a963e85c838adcb30bb16d1c26f3fe903,돔 강화형 개발,
8dd60b5e2bddd1a3c01319eb2c911c37b421d42924d34ce164a95c8af5053319,돔 사막전 강화형 개발,
5a127af5197b85098af350e6beb87148f722794cbc3851515fda7c1a6043b723,드왓지 강화형 개발,
70ec736e6fca9b67ef622d8a846dc279edd0b35f409d6bfad8f55b16b0ec9e26,돔 우주전용기 개발,
56ec8ff8566dd4e947f975c4a090e05a31432fbb919b32dc85e3ec33ddbfc408,돔 우주전용기 개발,
85ec57d67cd82454d3c84e3a21d995962c89d27a9c73523b3abc46e0afdfaaae,통합정비계획 2,
b0ab3eb5d03756d0612d98fe4e3b7f1efbad5d4f8588e35013e116e282a6170d,페즌 계획 1,
ff1b36462361a976e6eab963435007a8dcad7b365ff0823eb7ff76d4d03cc567,페즌 계획 2,
7ee4abc336c94fa7d9791438cbaa1b4525494f117c2529aaa9de8bf80492e0ac,페즌 계획3,
4ca212fe970e70a34564bfc76cb582423c8c074971eb262a880331180aeb8da9,페즌 계획4,
8857da87a23f9349461a3301956b10f8cb1c0241ffec531cd336123fd4399fc1,빔 탑재 MS 개발,
ebcd1956db9c62cabf573b7190362486ebfe1d1a8c4d1b8998889bdcbe76deac,빔 탑재 MS 개발,
2d4a5274fb989952b9ecd75ca31d5fe66851091a59dbf687642a4f22fa54baa6,빔 탑재 MS 개발,
a1f9aad8728d6eb4dc79f6ffe56665149a8994c559d3bc4b923b532d149f2fb9,빔 탑재 MS 개발,
489f6cd03d84f1b7950bbcc704139ea6bdf26c544bf6b8afa17b0c4b418c9e0d,겔구그 양산형 개발,
5edf574ae7ca0c44be9554b6bf2a79ba68b8f1cd7e70ad431c3dd0e90168e0f8,겔구그 고기동형 개발,
74dbeb5229e4436f83e3b59d73ab5941f6b13d15dec52904cc37d0ef8b25d272,겔구그 고기동형 개발,
5d9528a9306a30ea2dd2b5268c015623f529c289097194b8d4be9b3a451f7bf5,겔구그 고기동형 개발,
cf3936ebba469b2238b14ed7f2b923a5700b8bd721de370ad3e80a02d090a5bd,겔구그 고기동형 개발,
975637a438dbca92319bdbb726900d2ef60ead126a758f17b6492f59e469ae82,겔구그 포격전형 개발,
045a3fe61f98c85ce75953b25b7f9ddc888611841c2f0eb695eb53a5a99868ca,겔구그 강습형 개발,
262dc8bca86a0a247786947ece898fb486ccde568acb110d4608044cffedbf2b,겔구그 강습형 개량,
d73ccfc0dbfbf8398ca06c42997e7980a6b1315274a526c1b83e895f531953c4,겔구그 강습형 개량,
6c1edb37bf537cc8ca16e95a2b2462312bfc0ae7def8e335ae413539ae4264a8,통합정비계획3,
274f8b37dd4e5235f2f4720b756def1744b42c0cce0a6a7b7ada2612bb12e19e,겔구그 개량형 개발,
b441d289be5d65699dfe673248b9cdc4034ccc20f9f7c4f2fc7bd68be10b4df2,격투전용 MS 개발,
ce37356bd860940590e7ad1b11dcc4cf3b1f493dcad4386b2e8e1207a6732c8f,격투전용 MS 개발,
402172cbebf79d5e6b633843451a3b68f40c553c4198380366a430cdfe8fc262,격투전용 MS 개발,
6b4dc9736234ab64d8fe5a6965d5fceef6b7f6bc4c4916decf27e54336b22dd2,격투전용 MS 개발,
7a7c351818188b852bb224fb85626daf241c72985d8a333d559a75e93d4b991a,걍 양산형 개발,
cd0182c2bff0f0f0f113caf9ecc185085dd2810d09a3fb6d8f4f38ecf4d771bf,걍 고기동형 개발,
9b733df43b9bfe519c5508cb801c1012592b528458ab55357cd35bbf759765ce,걍 고기동형 개발,
50a044c4541410c53037b83f925eb17d41d3b835df169dd423b56f12af37e2f4,걍 고기동형 개발,
a2db105e972882b8152ffe84a4ad66071ac49376ff420cead493488657a21865,걍 고기동형 개발,
600acfbf8ddcb0754839f6381637d5cc2c1f51bd6cc173c300e4a851b87cff43,걍 포격전형 개발,
42fd7b5bee1cd2edcee081b38b03ea976d69c9209e2c4429e8546e3ded2cdcf8,장거리 포격용 MS개발,
8011b1172dbc79aed789456e46806ca5d496026591134096f3deeef3b7f74611,페즌계획5,
c4da0986ab16fc046592d594136b5706e87be070085118abc8367929b5ca97cd,가르발디 알파의 개량,
7e8ea42ad337c785038f99a04d35c2b0f235a5d1b0bb94cbb9379b5e08f6e768,강습용MS의 개발,
18ca51840ce9a24f64157ad6f91424389dbb632ea93bfbf6bb475da359f55d5e,돌격전용MS의 개발,
fee2b73b9b7ac3dc33bfac54471bcd7611f319a50593d4864880bd74e6b20bd5,뉴타입전용MS의 개발,
db9249e6a5b8b3140b4ed627d3cc4140060096f0ec81ae430eb73c768902313c,뉴타입전용MS의 완성,
21904b1d7812610669bdf98453b5f3fb594d555c5f77fe06e25ade47a9e0d20f,뉴타입전용MS의 완성,
e79e7a278d2ec214b46db3ada15a909948478f3f27c10257fc515413bb2f084c,액시즈제 시작 MA개발,
5137c0c0c5597e47f4efa83975b49338e4593ebe0a2cddb06ab916f3047dabee,샤아전용기개발,
3ed587d579dabec039ea2392983c5a92ff9e4a8586efdd3f2355f390fee3a23d,작업용MS 개량,
216b1cfdc0c3d309517dd7ddb2c586bd798c05cb2c7e808cd723fc761f910299,작업용MS 개량,
56ded635f8b2bc75f3de94850cc93c6ad4771018f5a67d601fe495625fa321fc,뉴타입전용신형MS개발,
f2fe12f31b5ef5c4b1d9d19ebd73c4f91c5e1dd1133d18f196daff6a416c7028,수륙양용MS의개발,
e26b1ff6cc004a803795068526c4b3a4d826192e8eaee9506b841766503b60d7,곡그개량형의 개발,
0b317f9908908476be77fff47de8b26af907b1f155b1317291dccfeec16c7f7d,수륙양용MS저비용화,
a668b2ec3588d9b67911d6b9805c42f7e16f0c21306cc848d440990a6cceff94,자브로공략용MS 1,
9029fa6d16be91e5b4e0578b0861b6223f991e5af251c256ab648af78dad5a4d,자브로공략용MS 2,
8d7ad05dd099a2fd4729205d1df1a3f49069b556580aa2af9e33fb6d68af7c8e,자브로공략용MS 3,
ff243ba3c31856183fb680cf7f813abf43fcb92b01d61a3df5374a5391453e17,수륙양용MS육상전강화,
8975c965e7ffe524762e4a86b06d6e13904a0c61b1bbe82e9e6a6fc24e641197,지휘관용 즈고크 개발,
f7b1e6f69f6afcbf293ca7e03e76a6bb4264e69ad788ab27c503b7d86bf90b71,지휘관용 즈고크 개발,
17060db16c87b80d457172fd565b3d0ef1add1e9842e5c0fb9120c65c487bd56,즈고크 개량형의 개발,
02f99ebe71358783cb10c88c293d8ce7eaba0b32dc62c84ce3213c5853ddfdde,자브로 공략용 MS 4,
12ade6c29fd41622507ad87e5f1e1f35c487c1ca19d1211b1201550696feb972,수륙양용중MS의개발,
f25b975b2263b0f8fef0f59ce55b4bd4406ff00e617dd40d5dc624a89ef71203,모빌아머의개발,
85738afbd19fb1b743576d347c081cf039795b98f2235012826292410bb8bb15,우주용MA의개발,
939e0a8c1d4086f6a2a77c9f512e7bf38176d410c00d4176529def65f7d85a0c,고속전투용MA의개발,
df54abb4382503816319c701238bfe691927aaaa6e7c434f96ba28aa353bd39d,특수전투용MA의개발,
3aeff14b2d38b7493a897b21b514f51d819760e035395d4c9dfe1b828d005832,수중전투용MA의개발,
a1b180c7aab4fa54bd33b87a91651dde0024245b76c02dd2494e0cc08dd98a8b,대요새전용MA의개발,
67a27513ce8ce00c81f487d3428f0c1d985ddae8a9571dad787aecc10bf3ec6f,자비가 전용 MA개발,
c15d04b758f81012f0c6d14777168358bc9c9cf050289ae473b1f338cc1242a6,사이코뮤 탑재 실험1,
056a515cc34876766f74c4db262b6b930502f47c30e71bdf37552f9c3b0bfbcb,NT전용 MA개발,
6d6fa0c3e237186b1e05100c748f7b7099b3997dea7b3aa389520f11bd592377,요새강습용 MA개발,
23eaaacb6438ce48f6c38257bcd9a1244a0ebdd2ac33da16a38af7cc5427b5b4,요새강습용 MA개발2,
3a0e6a064021958a942ec77698497440a47bcd954298a422fc76a39abbb7fcba,요새강습용 MA개발3,
b2b93c77f0c8a385076e8ff86e2963414bffa50418ed29bb35e154e46f8995da,장거리포격용 MA개발,
c232897b67fde3dea86c5c2ec7013198dd9ac47d673147b672be0e1ae1c9ee11,지원전투 포트개발,
aa10f79b57c095cfd1173bf0213e89077aa0838e8482f05cea8cfd473c1026eb,볼 양산화 개발,
1deb91447cbd3cedce4e4ecf00bd9ba75461173e116eff59cca233060f8e80f5,전투차량 개발,
0cfdc17c4ee3bda88b7023eb0c1b463e955507e2b2f1a0215a0e0a683b045f9f,MS 지원차량 개발,
4695eeb14f718f588c577134645fd8582f125fd1b89d14c48840db7503ad06b8,거대 육전함 개발,
fc782ac2579f75af1a25cc9cbd20363d2a5a519b3f745c7dc443715867b7b034,특수전투차량 개발,
2abc8ead4998889a187fd6d66c57196986d6de8e09ecc1e90963474a45001770,특수전투차량 개발,
5ff0ec1414acfbcf9139bdaea5e83d1692799d414ac8863c869b575872df6bb5,특수전투차량 개발,
a1e5e6e1a1845c939b47bc257958cc625f84a3e5649f435b3da050c2282589fe,육전정 개발,
6633702af5f1fbecbaf362951dcfe5680ff4f3916bad33bccb0b27d6822b2c27,대형 육전정 개발,
5d7741164706b7587da3dcbb7bdbf7712bda2332fb7047caa6fedbc72d0124d4,코어 블록 개발,
a10e017942c0c2e68a6b7122bd2f8c8f5d7d188706fef03866941b0643362119,코어 블록 개발,
5679b8a262af24f9592478429899357dc59d65fe4e5cd2bc63d97cdc875094aa,코어 블록 개발,
7180e1337275a41f9a3d14ab613b6d70bffc64985fb8230fdfc45e16099d6e01,코어 파이터 강화,
edbfc7aa5d42eb7e4f6f07f6ca79b52b91b5c62a3851d4346e5e4954f975ad9d,G 파츠 개발,
89b022c08b4b486d206a969ecec85c9b4c7795e84ca95dff8afa2af8d97b2714,G 파츠 개발,
acc9f73261e1b49632de8cfa1b0935019c83bcc24da816a023801ed9ae63cbbb,G 파츠 개발,
af6edde7d265e382610d0aa9b3f004baa28f5b78774b4b708543258c28aa0e79,G 파츠 개발,
c0f2ca8e838c52748f4f958b977bb34b64bfd35d6ffe187dade98afcd9a197ed,G 파츠 개발,
